SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,AÇUDE PONTE COIMBRA (12G/01AE),,
,Caudal descarregado médio diário (m3/s),FLAG,
01/01/1987 00:00,29.8,(vco),
02/01/1987 00:00,29.8,(vco),
03/01/1987 00:00,29.8,(vco),
04/01/1987 00:00,29.8,(vco),
05/01/1987 00:00,29.8,(vco),
06/01/1987 00:00,44.8,(vco),
07/01/1987 00:00,75.3,(vco),
08/01/1987 00:00,80.5,(vco),
09/01/1987 00:00,102.1,(vco),
10/01/1987 00:00,94.1,(vco),
11/01/1987 00:00,43.3,(vco),
12/01/1987 00:00,51.3,(vco),
13/01/1987 00:00,49.4,(vco),
14/01/1987 00:00,88.6,(vco),
15/01/1987 00:00,125.3,(vco),
16/01/1987 00:00,133.3,(vco),
17/01/1987 00:00,75.4,(vco),
18/01/1987 00:00,43.7,(vco),
19/01/1987 00:00,46.3,(vco),
20/01/1987 00:00,51.8,(vco),
21/01/1987 00:00,41.8,(vco),
22/01/1987 00:00,61.2,(vco),
23/01/1987 00:00,110,(vco),
24/01/1987 00:00,56.8,(vco),
25/01/1987 00:00,32,(vco),
26/01/1987 00:00,31.9,(vco),
27/01/1987 00:00,52.9,(vco),
28/01/1987 00:00,133.5,(vco),
29/01/1987 00:00,204,(vco),
30/01/1987 00:00,223,(vco),
31/01/1987 00:00,216.2,(vco),
01/02/1987 00:00,174,(vco),
02/02/1987 00:00,231.4,(vco),
03/02/1987 00:00,224.7,(vco),
04/02/1987 00:00,211.4,(vco),
05/02/1987 00:00,198,(vco),
06/02/1987 00:00,199,(vco),
07/02/1987 00:00,128.3,(vco),
08/02/1987 00:00,94.6,(vco),
09/02/1987 00:00,119.5,(vco),
10/02/1987 00:00,131,(vco),
11/02/1987 00:00,227.9,(vco),
12/02/1987 00:00,224,(vco),
13/02/1987 00:00,230,(vco),
14/02/1987 00:00,227.4,(vco),
15/02/1987 00:00,195.6,(vco),
16/02/1987 00:00,194.1,(vco),
17/02/1987 00:00,258.8,(vco),
18/02/1987 00:00,257.8,(vco),
19/02/1987 00:00,244.7,(vco),
20/02/1987 00:00,227,(vco),
21/02/1987 00:00,200.8,(vco),
22/02/1987 00:00,214.9,(vco),
23/02/1987 00:00,138,(vco),
24/02/1987 00:00,208.9,(vco),
25/02/1987 00:00,201.2,(vco),
26/02/1987 00:00,175.3,(vco),
27/02/1987 00:00,202.4,(vco),
28/02/1987 00:00,150,(vco),
01/03/1987 00:00,122,(vco),
02/03/1987 00:00,88.2,(vco),
03/03/1987 00:00,57.9,(vco),
04/03/1987 00:00,150.6,(vco),
05/03/1987 00:00,54.3,(vco),
06/03/1987 00:00,41.9,(vco),
07/03/1987 00:00,44.4,(vco),
08/03/1987 00:00,40,(vco),
09/03/1987 00:00,96.5,(vco),
10/03/1987 00:00,74,(vco),
11/03/1987 00:00,71.1,(vco),
12/03/1987 00:00,42.7,(vco),
13/03/1987 00:00,50.6,(vco),
14/03/1987 00:00,60,(vco),
15/03/1987 00:00,47.2,(vco),
16/03/1987 00:00,81.6,(vco),
17/03/1987 00:00,141.1,(vco),
18/03/1987 00:00,79.2,(vco),
19/03/1987 00:00,40.8,(vco),
20/03/1987 00:00,94.2,(vco),
21/03/1987 00:00,34.5,(vco),
22/03/1987 00:00,35.8,(vco),
23/03/1987 00:00,95.7,(vco),
24/03/1987 00:00,103.4,(vco),
25/03/1987 00:00,87.6,(vco),
26/03/1987 00:00,67.8,(vco),
27/03/1987 00:00,98.8,(vco),
28/03/1987 00:00,50.3,(vco),
29/03/1987 00:00,42.4,(vco),
30/03/1987 00:00,80.2,(vco),
31/03/1987 00:00,44.2,(vco),
01/04/1987 00:00,75.4,(vco),
02/04/1987 00:00,44.7,(vco),
03/04/1987 00:00,87.8,(vco),
04/04/1987 00:00,140.7,(vco),
05/04/1987 00:00,139.4,(vco),
06/04/1987 00:00,176.8,(vco),
07/04/1987 00:00,217.3,(vco),
08/04/1987 00:00,213.8,(vco),
09/04/1987 00:00,202.4,(vco),
10/04/1987 00:00,192.5,(vco),
11/04/1987 00:00,189,(vco),
12/04/1987 00:00,185.8,(vco),
13/04/1987 00:00,144.3,(vco),
14/04/1987 00:00,126.9,(vco),
15/04/1987 00:00,92,(vco),
16/04/1987 00:00,98.5,(vco),
17/04/1987 00:00,126.4,(vco),
18/04/1987 00:00,63,(vco),
19/04/1987 00:00,52.1,(vco),
20/04/1987 00:00,37.8,(vco),
21/04/1987 00:00,51.6,(vco),
22/04/1987 00:00,82.7,(vco),
23/04/1987 00:00,77.8,(vco),
24/04/1987 00:00,67.9,(vco),
25/04/1987 00:00,55.1,(vco),
26/04/1987 00:00,43.8,(vco),
27/04/1987 00:00,52.3,(vco),
28/04/1987 00:00,69.5,(vco),
29/04/1987 00:00,48.5,(vco),
30/04/1987 00:00,71.9,(vco),
01/05/1987 00:00,62.5,(vco),
02/05/1987 00:00,50.8,(vco),
03/05/1987 00:00,45.2,(vco),
04/05/1987 00:00,54.3,(vco),
05/05/1987 00:00,76.2,(vco),
06/05/1987 00:00,94.6,(vco),
07/05/1987 00:00,54.8,(vco),
08/05/1987 00:00,27.1,(vco),
09/05/1987 00:00,52,(vco),
10/05/1987 00:00,50.4,(vco),
11/05/1987 00:00,34.3,(vco),
12/05/1987 00:00,61.9,(vco),
13/05/1987 00:00,85.3,(vco),
14/05/1987 00:00,42.7,(vco),
15/05/1987 00:00,33.6,(vco),
16/05/1987 00:00,33.3,(vco),
17/05/1987 00:00,42.2,(vco),
18/05/1987 00:00,38.3,(vco),
19/05/1987 00:00,38.3,(vco),
20/05/1987 00:00,39.5,(vco),
21/05/1987 00:00,37.3,(vco),
22/05/1987 00:00,35.3,(vco),
23/05/1987 00:00,35.6,(vco),
24/05/1987 00:00,36.3,(vco),
25/05/1987 00:00,36.7,(vco),
26/05/1987 00:00,37.6,(vco),
27/05/1987 00:00,37.3,(vco),
28/05/1987 00:00,38,(vco),
29/05/1987 00:00,40,(vco),
30/05/1987 00:00,38.9,(vco),
31/05/1987 00:00,32.6,(vco),
01/06/1987 00:00,31.8,(vco),
02/06/1987 00:00,32,(vco),
03/06/1987 00:00,32.9,(vco),
04/06/1987 00:00,35.6,(vco),
05/06/1987 00:00,41.5,(vco),
06/06/1987 00:00,33.2,(vco),
07/06/1987 00:00,33.2,(vco),
08/06/1987 00:00,42.9,(vco),
09/06/1987 00:00,36.6,(vco),
10/06/1987 00:00,38,(vco),
11/06/1987 00:00,38,(vco),
12/06/1987 00:00,38,(vco),
13/06/1987 00:00,38,(vco),
14/06/1987 00:00,37.8,(vco),
15/06/1987 00:00,34.3,(vco),
16/06/1987 00:00,31.9,(vco),
17/06/1987 00:00,31.6,(vco),
18/06/1987 00:00,32,(vco),
19/06/1987 00:00,30,(vco),
20/06/1987 00:00,30,(vco),
21/06/1987 00:00,30,(vco),
22/06/1987 00:00,28,(vco),
23/06/1987 00:00,28,(vco),
24/06/1987 00:00,28,(vco),
25/06/1987 00:00,28,(vco),
26/06/1987 00:00,28.7,(vco),
27/06/1987 00:00,31.9,(vco),
28/06/1987 00:00,37.8,(vco),
29/06/1987 00:00,34,(vco),
30/06/1987 00:00,29.8,(vco),
01/07/1987 00:00,33.3,(vco),
02/07/1987 00:00,30.2,(vco),
03/07/1987 00:00,32.9,(vco),
04/07/1987 00:00,30.1,(vco),
05/07/1987 00:00,32.9,(vco),
06/07/1987 00:00,38.4,(vco),
07/07/1987 00:00,29.5,(vco),
08/07/1987 00:00,32.3,(vco),
09/07/1987 00:00,34.3,(vco),
10/07/1987 00:00,33.4,(vco),
11/07/1987 00:00,29.9,(vco),
12/07/1987 00:00,32.8,(vco),
13/07/1987 00:00,29.8,(vco),
14/07/1987 00:00,27.9,(vco),
15/07/1987 00:00,29.9,(vco),
16/07/1987 00:00,31.8,(vco),
17/07/1987 00:00,35.3,(vco),
18/07/1987 00:00,27.2,(vco),
19/07/1987 00:00,27.1,(vco),
20/07/1987 00:00,25.8,(vco),
21/07/1987 00:00,28.6,(vco),
22/07/1987 00:00,34,(vco),
23/07/1987 00:00,31,(vco),
24/07/1987 00:00,30,(vco),
25/07/1987 00:00,25.8,(vco),
26/07/1987 00:00,27.6,(vco),
27/07/1987 00:00,29,(vco),
28/07/1987 00:00,29.8,(vco),
29/07/1987 00:00,29,(vco),
30/07/1987 00:00,31.9,(vco),
31/07/1987 00:00,29.7,(vco),
01/08/1987 00:00,30.1,(vco),
02/08/1987 00:00,38.1,(vco),
03/08/1987 00:00,39.8,(vco),
04/08/1987 00:00,26,(vco),
05/08/1987 00:00,27.9,(vco),
06/08/1987 00:00,28.9,(vco),
07/08/1987 00:00,30.7,(vco),
08/08/1987 00:00,33.5,(vco),
09/08/1987 00:00,27.6,(vco),
10/08/1987 00:00,27.2,(vco),
11/08/1987 00:00,31.3,(vco),
12/08/1987 00:00,33.7,(vco),
13/08/1987 00:00,34.1,(vco),
14/08/1987 00:00,34.6,(vco),
15/08/1987 00:00,25.8,(vco),
16/08/1987 00:00,24.7,(vco),
17/08/1987 00:00,26.2,(vco),
18/08/1987 00:00,26.7,(vco),
19/08/1987 00:00,26,(vco),
20/08/1987 00:00,25.4,(vco),
21/08/1987 00:00,24.1,(vco),
22/08/1987 00:00,24,(vco),
23/08/1987 00:00,24,(vco),
24/08/1987 00:00,23.4,(vco),
25/08/1987 00:00,21.3,(vco),
26/08/1987 00:00,20.3,(vco),
27/08/1987 00:00,20.8,(vco),
28/08/1987 00:00,20.8,(vco),
29/08/1987 00:00,20.5,(vco),
30/08/1987 00:00,20.7,(vco),
31/08/1987 00:00,20.2,(vco),
01/09/1987 00:00,19.7,(vco),
02/09/1987 00:00,18.3,(vco),
03/09/1987 00:00,18,(vco),
04/09/1987 00:00,18,(vco),
05/09/1987 00:00,18,(vco),
06/09/1987 00:00,19.9,(vco),
07/09/1987 00:00,17.2,(vco),
08/09/1987 00:00,11,(vco),
09/09/1987 00:00,11.7,(vco),
10/09/1987 00:00,11,(vco),
11/09/1987 00:00,12.9,(vco),
12/09/1987 00:00,13.3,(vco),
13/09/1987 00:00,15.3,(vco),
14/09/1987 00:00,16.3,(vco),
15/09/1987 00:00,15,(vco),
16/09/1987 00:00,15,(vco),
17/09/1987 00:00,15,(vco),
18/09/1987 00:00,13,(vco),
19/09/1987 00:00,13,(vco),
20/09/1987 00:00,13,(vco),
21/09/1987 00:00,13,(vco),
22/09/1987 00:00,13,(vco),
23/09/1987 00:00,13.3,(vco),
24/09/1987 00:00,28.3,(vco),
25/09/1987 00:00,31.6,(vco),
26/09/1987 00:00,34.2,(vco),
27/09/1987 00:00,32.5,(vco),
28/09/1987 00:00,21.8,(vco),
29/09/1987 00:00,18.4,(vco),
30/09/1987 00:00,18.3,(vco),
01/10/1987 00:00,16.7,(vco),
02/10/1987 00:00,15.3,(vco),
03/10/1987 00:00,16,(vco),
04/10/1987 00:00,16,(vco),
05/10/1987 00:00,16,(vco),
06/10/1987 00:00,16,(vco),
07/10/1987 00:00,16,(vco),
08/10/1987 00:00,16,(vco),
09/10/1987 00:00,16,(vco),
10/10/1987 00:00,0,(vco),
11/10/1987 00:00,26.1,(vco),
12/10/1987 00:00,23,(vco),
13/10/1987 00:00,23,(vco),
14/10/1987 00:00,20,(vco),
15/10/1987 00:00,29.3,(vco),
16/10/1987 00:00,108.3,(vco),
17/10/1987 00:00,99.1,(vco),
18/10/1987 00:00,51.8,(vco),
19/10/1987 00:00,49,(vco),
20/10/1987 00:00,87,(vco),
21/10/1987 00:00,86.1,(vco),
22/10/1987 00:00,45.7,(vco),
23/10/1987 00:00,87,(vco),
24/10/1987 00:00,64.9,(vco),
25/10/1987 00:00,69,(vco),
26/10/1987 00:00,50.5,(vco),
27/10/1987 00:00,47.5,(vco),
28/10/1987 00:00,37.7,(vco),
29/10/1987 00:00,75.6,(vco),
30/10/1987 00:00,80.3,(vco),
31/10/1987 00:00,134.7,(vco),
01/11/1987 00:00,113.5,(vco),
02/11/1987 00:00,106.3,(vco),
03/11/1987 00:00,101.7,(vco),
04/11/1987 00:00,96.5,(vco),
05/11/1987 00:00,60.6,(vco),
06/11/1987 00:00,91.5,(vco),
07/11/1987 00:00,88.8,(vco),
08/11/1987 00:00,87.6,(vco),
09/11/1987 00:00,85.8,(vco),
10/11/1987 00:00,85,(vco),
11/11/1987 00:00,85,(vco),
12/11/1987 00:00,85,(vco),
13/11/1987 00:00,85.9,(vco),
14/11/1987 00:00,88,(vco),
15/11/1987 00:00,77,(vco),
16/11/1987 00:00,41.9,(vco),
17/11/1987 00:00,81.4,(vco),
18/11/1987 00:00,43.3,(vco),
19/11/1987 00:00,31.8,(vco),
20/11/1987 00:00,46.6,(vco),
21/11/1987 00:00,51.5,(vco),
22/11/1987 00:00,30.7,(vco),
23/11/1987 00:00,73.9,(vco),
24/11/1987 00:00,82.5,(vco),
25/11/1987 00:00,82.2,(vco),
26/11/1987 00:00,80.7,(vco),
27/11/1987 00:00,80.2,(vco),
28/11/1987 00:00,33.2,(vco),
29/11/1987 00:00,15.4,(vco),
30/11/1987 00:00,25.5,(vco),
01/12/1987 00:00,72.6,(vco),
02/12/1987 00:00,45.2,(vco),
03/12/1987 00:00,78.5,(vco),
04/12/1987 00:00,97.8,(vco),
05/12/1987 00:00,94.8,(vco),
06/12/1987 00:00,59.2,(vco),
07/12/1987 00:00,40.5,(vco),
08/12/1987 00:00,46.7,(vco),
09/12/1987 00:00,35.8,(vco),
10/12/1987 00:00,69,(vco),
11/12/1987 00:00,187.5,(vco),
12/12/1987 00:00,193,(vco),
13/12/1987 00:00,264.3,(vco),
14/12/1987 00:00,379.5,(vco),
15/12/1987 00:00,358.8,(vco),
16/12/1987 00:00,372.2,(vco),
17/12/1987 00:00,235.9,(vco),
18/12/1987 00:00,231,(vco),
19/12/1987 00:00,189.9,(vco),
20/12/1987 00:00,168.6,(vco),
21/12/1987 00:00,111,(vco),
22/12/1987 00:00,73.3,(vco),
23/12/1987 00:00,130.5,(vco),
24/12/1987 00:00,83.3,(vco),
25/12/1987 00:00,22.3,(vco),
26/12/1987 00:00,11,(vco),
27/12/1987 00:00,9.2,(vco),
28/12/1987 00:00,96.5,(vco),
29/12/1987 00:00,104.2,(vco),
30/12/1987 00:00,111.5,(vco),
31/12/1987 00:00,117.4,(vco),
01/01/1988 00:00,35.8,(vco),
02/01/1988 00:00,100.4,(vco),
03/01/1988 00:00,166.2,(vco),
04/01/1988 00:00,166.2,(vco),
05/01/1988 00:00,167.3,(vco),
06/01/1988 00:00,178.7,(vco),
07/01/1988 00:00,200.3,(vco),
08/01/1988 00:00,194.8,(vco),
09/01/1988 00:00,22,(vco),
10/01/1988 00:00,180,(vco),
11/01/1988 00:00,175.6,(vco),
12/01/1988 00:00,219.3,(vco),
13/01/1988 00:00,208,(vco),
14/01/1988 00:00,297.9,(vco),
15/01/1988 00:00,244.7,(vco),
16/01/1988 00:00,216.5,(vco),
17/01/1988 00:00,108.1,(vco),
18/01/1988 00:00,102.2,(vco),
19/01/1988 00:00,190,(vco),
20/01/1988 00:00,212.4,(vco),
21/01/1988 00:00,174,(vco),
22/01/1988 00:00,171.9,(vco),
23/01/1988 00:00,135.9,(vco),
24/01/1988 00:00,57,(vco),
25/01/1988 00:00,111.1,(vco),
26/01/1988 00:00,219.5,(vco),
27/01/1988 00:00,235.6,(vco),
28/01/1988 00:00,337,(vco),
29/01/1988 00:00,572.7,(vco),
30/01/1988 00:00,679.4,(vco),
31/01/1988 00:00,400.2,(vco),
01/02/1988 00:00,508.7,(vco),
02/02/1988 00:00,448.5,(vco),
03/02/1988 00:00,286.5,(vco),
04/02/1988 00:00,260,(vco),
05/02/1988 00:00,282.9,(vco),
06/02/1988 00:00,377,(vco),
07/02/1988 00:00,449.2,(vco),
08/02/1988 00:00,477.3,(vco),
09/02/1988 00:00,508,(vco),
10/02/1988 00:00,524.9,(vco),
11/02/1988 00:00,497,(vco),
12/02/1988 00:00,460.1,(vco),
13/02/1988 00:00,492.9,(vco),
14/02/1988 00:00,276.1,(vco),
15/02/1988 00:00,421.2,(vco),
16/02/1988 00:00,257.6,(vco),
17/02/1988 00:00,198.1,(vco),
18/02/1988 00:00,165.8,(vco),
19/02/1988 00:00,166.8,(vco),
20/02/1988 00:00,117.9,(vco),
21/02/1988 00:00,50.1,(vco),
22/02/1988 00:00,157.5,(vco),
23/02/1988 00:00,160.6,(vco),
24/02/1988 00:00,159.2,(vco),
25/02/1988 00:00,161.2,(vco),
26/02/1988 00:00,161.2,(vco),
27/02/1988 00:00,140.5,(vco),
28/02/1988 00:00,42.1,(vco),
29/02/1988 00:00,66.5,(vco),
01/03/1988 00:00,106,(vco),
02/03/1988 00:00,41.4,(vco),
03/03/1988 00:00,25.7,(vco),
04/03/1988 00:00,92,(vco),
05/03/1988 00:00,88.1,(vco),
06/03/1988 00:00,46.2,(vco),
07/03/1988 00:00,66.6,(vco),
08/03/1988 00:00,62.7,(vco),
09/03/1988 00:00,44.9,(vco),
10/03/1988 00:00,74.1,(vco),
11/03/1988 00:00,45.6,(vco),
12/03/1988 00:00,49.7,(vco),
13/03/1988 00:00,58.7,(vco),
14/03/1988 00:00,63.4,(vco),
15/03/1988 00:00,137.3,(vco),
16/03/1988 00:00,53.9,(vco),
17/03/1988 00:00,16,(vco),
18/03/1988 00:00,24,(vco),
19/03/1988 00:00,23.4,(vco),
20/03/1988 00:00,25,(vco),
21/03/1988 00:00,24.3,(vco),
22/03/1988 00:00,30.1,(vco),
23/03/1988 00:00,21.9,(vco),
24/03/1988 00:00,25.8,(vco),
25/03/1988 00:00,26,(vco),
26/03/1988 00:00,20.9,(vco),
27/03/1988 00:00,22.3,(vco),
28/03/1988 00:00,20,(vco),
29/03/1988 00:00,14.8,(vco),
30/03/1988 00:00,24.7,(vco),
31/03/1988 00:00,23.5,(vco),
01/04/1988 00:00,22,(vco),
02/04/1988 00:00,21.7,(vco),
03/04/1988 00:00,21.5,(vco),
04/04/1988 00:00,21.7,(vco),
05/04/1988 00:00,21.7,(vco),
06/04/1988 00:00,22.2,(vco),
07/04/1988 00:00,20.8,(vco),
08/04/1988 00:00,21.9,(vco),
09/04/1988 00:00,21.9,(vco),
10/04/1988 00:00,22.3,(vco),
11/04/1988 00:00,22.3,(vco),
12/04/1988 00:00,26.4,(vco),
13/04/1988 00:00,25,(vco),
14/04/1988 00:00,27.6,(vco),
15/04/1988 00:00,21,(vco),
16/04/1988 00:00,28.3,(vco),
17/04/1988 00:00,22.5,(vco),
18/04/1988 00:00,29,(vco),
19/04/1988 00:00,62.6,(vco),
20/04/1988 00:00,18.1,(vco),
21/04/1988 00:00,18.9,(vco),
22/04/1988 00:00,27.8,(vco),
23/04/1988 00:00,26.4,(vco),
24/04/1988 00:00,23,(vco),
25/04/1988 00:00,27,(vco),
26/04/1988 00:00,28.4,(vco),
27/04/1988 00:00,28.3,(vco),
28/04/1988 00:00,26.8,(vco),
29/04/1988 00:00,27,(vco),
30/04/1988 00:00,27,(vco),
01/05/1988 00:00,26.9,(vco),
02/05/1988 00:00,28,(vco),
03/05/1988 00:00,30.7,(vco),
04/05/1988 00:00,97.7,(vco),
05/05/1988 00:00,333.5,(vco),
06/05/1988 00:00,338.2,(vco),
07/05/1988 00:00,240.3,(vco),
08/05/1988 00:00,194.3,(vco),
09/05/1988 00:00,178.3,(vco),
10/05/1988 00:00,166.3,(vco),
11/05/1988 00:00,154.7,(vco),
12/05/1988 00:00,154,(vco),
13/05/1988 00:00,156.8,(vco),
14/05/1988 00:00,151.7,(vco),
15/05/1988 00:00,97.7,(vco),
16/05/1988 00:00,151.7,(vco),
17/05/1988 00:00,144.6,(vco),
18/05/1988 00:00,143.5,(vco),
19/05/1988 00:00,142.7,(vco),
20/05/1988 00:00,136.4,(vco),
21/05/1988 00:00,141.1,(vco),
22/05/1988 00:00,135.6,(vco),
23/05/1988 00:00,131.1,(vco),
24/05/1988 00:00,132.9,(vco),
25/05/1988 00:00,136.9,(vco),
26/05/1988 00:00,150.4,(vco),
27/05/1988 00:00,148.9,(vco),
28/05/1988 00:00,109.7,(vco),
29/05/1988 00:00,90.1,(vco),
30/05/1988 00:00,45.9,(vco),
31/05/1988 00:00,29.7,(vco),
01/06/1988 00:00,41.4,(vco),
02/06/1988 00:00,36.9,(vco),
03/06/1988 00:00,12.8,(vco),
04/06/1988 00:00,26.5,(vco),
05/06/1988 00:00,23,(vco),
06/06/1988 00:00,15.7,(vco),
07/06/1988 00:00,13.2,(vco),
08/06/1988 00:00,13.2,(vco),
09/06/1988 00:00,13.2,(vco),
10/06/1988 00:00,15,(vco),
11/06/1988 00:00,21.8,(vco),
12/06/1988 00:00,21,(vco),
13/06/1988 00:00,23.3,(vco),
14/06/1988 00:00,51,(vco),
15/06/1988 00:00,27.6,(vco),
16/06/1988 00:00,44.6,(vco),
17/06/1988 00:00,53.2,(vco),
18/06/1988 00:00,39.6,(vco),
19/06/1988 00:00,36.1,(vco),
20/06/1988 00:00,36.2,(vco),
21/06/1988 00:00,60.3,(vco),
22/06/1988 00:00,62.9,(vco),
23/06/1988 00:00,134.7,(vco),
24/06/1988 00:00,222.9,(vco),
25/06/1988 00:00,125.8,(vco),
26/06/1988 00:00,109.7,(vco),
27/06/1988 00:00,183.4,(vco),
28/06/1988 00:00,151.6,(vco),
29/06/1988 00:00,126.8,(vco),
30/06/1988 00:00,153.9,(vco),
01/07/1988 00:00,50.5,(vco),
02/07/1988 00:00,58.7,(vco),
03/07/1988 00:00,63.4,(vco),
04/07/1988 00:00,206.7,(vco),
05/07/1988 00:00,305.2,(vco),
06/07/1988 00:00,313.2,(vco),
07/07/1988 00:00,309.3,(vco),
08/07/1988 00:00,267.2,(vco),
09/07/1988 00:00,232.2,(vco),
10/07/1988 00:00,221.9,(vco),
11/07/1988 00:00,174.5,(vco),
12/07/1988 00:00,140.8,(vco),
13/07/1988 00:00,171,(vco),
14/07/1988 00:00,168,(vco),
15/07/1988 00:00,79.9,(vco),
16/07/1988 00:00,28.2,(vco),
17/07/1988 00:00,28.5,(vco),
18/07/1988 00:00,47.2,(vco),
19/07/1988 00:00,38.8,(vco),
20/07/1988 00:00,43.1,(vco),
21/07/1988 00:00,82.7,(vco),
22/07/1988 00:00,81.5,(vco),
23/07/1988 00:00,79.9,(vco),
24/07/1988 00:00,76.4,(vco),
25/07/1988 00:00,77.4,(vco),
26/07/1988 00:00,82.2,(vco),
27/07/1988 00:00,81.7,(vco),
28/07/1988 00:00,55.3,(vco),
29/07/1988 00:00,58.2,(vco),
30/07/1988 00:00,75.2,(vco),
31/07/1988 00:00,22.1,(vco),
01/08/1988 00:00,25.5,(vco),
02/08/1988 00:00,24.5,(vco),
03/08/1988 00:00,28.4,(vco),
04/08/1988 00:00,34.5,(vco),
05/08/1988 00:00,34,(vco),
06/08/1988 00:00,34.5,(vco),
07/08/1988 00:00,33.1,(vco),
08/08/1988 00:00,23.1,(vco),
09/08/1988 00:00,31.7,(vco),
10/08/1988 00:00,31,(vco),
11/08/1988 00:00,28.9,(vco),
12/08/1988 00:00,31.6,(vco),
13/08/1988 00:00,32.7,(vco),
14/08/1988 00:00,33.4,(vco),
15/08/1988 00:00,32.3,(vco),
16/08/1988 00:00,32.5,(vco),
17/08/1988 00:00,34.3,(vco),
18/08/1988 00:00,19.8,(vco),
19/08/1988 00:00,20.4,(vco),
20/08/1988 00:00,20.5,(vco),
21/08/1988 00:00,20.7,(vco),
22/08/1988 00:00,21.7,(vco),
23/08/1988 00:00,23.2,(vco),
24/08/1988 00:00,21,(vco),
25/08/1988 00:00,23.2,(vco),
26/08/1988 00:00,18.7,(vco),
27/08/1988 00:00,18.3,(vco),
28/08/1988 00:00,18.5,(vco),
29/08/1988 00:00,18.8,(vco),
30/08/1988 00:00,18.5,(vco),
31/08/1988 00:00,17,(vco),
01/09/1988 00:00,19.5,(vco),
02/09/1988 00:00,19.7,(vco),
03/09/1988 00:00,19.2,(vco),
04/09/1988 00:00,18.5,(vco),
05/09/1988 00:00,19.3,(vco),
06/09/1988 00:00,18.8,(vco),
07/09/1988 00:00,60,(vco),
08/09/1988 00:00,35.5,(vco),
09/09/1988 00:00,52.2,(vco),
10/09/1988 00:00,65.7,(vco),
11/09/1988 00:00,22,(vco),
12/09/1988 00:00,31.1,(vco),
13/09/1988 00:00,44.6,(vco),
14/09/1988 00:00,57.8,(vco),
15/09/1988 00:00,25.7,(vco),
16/09/1988 00:00,22.1,(vco),
17/09/1988 00:00,19.8,(vco),
18/09/1988 00:00,20,(vco),
19/09/1988 00:00,20.8,(vco),
20/09/1988 00:00,20.9,(vco),
21/09/1988 00:00,20.3,(vco),
22/09/1988 00:00,20.4,(vco),
23/09/1988 00:00,22.3,(vco),
24/09/1988 00:00,18.1,(vco),
25/09/1988 00:00,20.5,(vco),
26/09/1988 00:00,19.7,(vco),
27/09/1988 00:00,19.6,(vco),
28/09/1988 00:00,18.8,(vco),
29/09/1988 00:00,19.9,(vco),
30/09/1988 00:00,20.4,(vco),
01/10/1988 00:00,18.8,(vco),
02/10/1988 00:00,22.9,(vco),
03/10/1988 00:00,21.2,(vco),
04/10/1988 00:00,21.3,(vco),
05/10/1988 00:00,24.8,(vco),
06/10/1988 00:00,58.4,(vco),
07/10/1988 00:00,67.6,(vco),
08/10/1988 00:00,47,(vco),
09/10/1988 00:00,51.4,(vco),
10/10/1988 00:00,57.1,(vco),
11/10/1988 00:00,52.3,(vco),
12/10/1988 00:00,43.1,(vco),
13/10/1988 00:00,44.5,(vco),
14/10/1988 00:00,44.1,(vco),
15/10/1988 00:00,43.6,(vco),
16/10/1988 00:00,41.2,(vco),
17/10/1988 00:00,40.8,(vco),
18/10/1988 00:00,42.7,(vco),
19/10/1988 00:00,43.5,(vco),
20/10/1988 00:00,42.5,(vco),
21/10/1988 00:00,42,(vco),
22/10/1988 00:00,42,(vco),
23/10/1988 00:00,43,(vco),
24/10/1988 00:00,43,(vco),
25/10/1988 00:00,43,(vco),
26/10/1988 00:00,42,(vco),
27/10/1988 00:00,42,(vco),
28/10/1988 00:00,42,(vco),
29/10/1988 00:00,42,(vco),
30/10/1988 00:00,42,(vco),
31/10/1988 00:00,42,(vco),
01/11/1988 00:00,42,(vco),
02/11/1988 00:00,43,(vco),
03/11/1988 00:00,43,(vco),
04/11/1988 00:00,43,(vco),
05/11/1988 00:00,43,(vco),
06/11/1988 00:00,43,(vco),
07/11/1988 00:00,43,(vco),
08/11/1988 00:00,42,(vco),
09/11/1988 00:00,42,(vco),
10/11/1988 00:00,42,(vco),
11/11/1988 00:00,42,(vco),
12/11/1988 00:00,42,(vco),
13/11/1988 00:00,42,(vco),
14/11/1988 00:00,35.1,(vco),
15/11/1988 00:00,23.5,(vco),
16/11/1988 00:00,37.4,(vco),
17/11/1988 00:00,11,(vco),
18/11/1988 00:00,14,(vco),
19/11/1988 00:00,22.7,(vco),
20/11/1988 00:00,97.9,(vco),
21/11/1988 00:00,40.8,(vco),
22/11/1988 00:00,36.1,(vco),
23/11/1988 00:00,63.7,(vco),
24/11/1988 00:00,108,(vco),
25/11/1988 00:00,110,(vco),
26/11/1988 00:00,109,(vco),
27/11/1988 00:00,73.3,(vco),
28/11/1988 00:00,84.8,(vco),
29/11/1988 00:00,99.1,(vco),
30/11/1988 00:00,107.5,(vco),
01/12/1988 00:00,111,(vco),
02/12/1988 00:00,97.3,(vco),
03/12/1988 00:00,41,(vco),
04/12/1988 00:00,38.8,(vco),
05/12/1988 00:00,36.7,(vco),
06/12/1988 00:00,37.2,(vco),
07/12/1988 00:00,80.5,(vco),
08/12/1988 00:00,106.2,(vco),
09/12/1988 00:00,55.8,(vco),
10/12/1988 00:00,50.9,(vco),
