SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,AÇUDE PONTE COIMBRA (12G/01AE),,
,Caudal descarregado médio diário (m3/s),FLAG,
05/04/2004 00:00,19.4,(vdd),
06/04/2004 00:00,19.4,(vdd),
07/04/2004 00:00,18.2,(vdd),
08/04/2004 00:00,15.7,(vdd),
09/04/2004 00:00,16.4,(vdd),
10/04/2004 00:00,17.3,(vdd),
11/04/2004 00:00,14.2,(vdd),
12/04/2004 00:00,15.4,(vdd),
13/04/2004 00:00,17.9,(vdd),
14/04/2004 00:00,10.7,(vdd),
15/04/2004 00:00,10.5,(vdd),
16/04/2004 00:00,10.7,(vdd),
17/04/2004 00:00,11.2,(vdd),
18/04/2004 00:00,11.5,(vdd),
19/04/2004 00:00,11.6,(vdd),
20/04/2004 00:00,14.3,(vco),
21/04/2004 00:00,12.9,(vco),
22/04/2004 00:00,12.2,(vco),
23/04/2004 00:00,12.4,(vco),
24/04/2004 00:00,12.2,(vco),
25/04/2004 00:00,12.4,(vco),
26/04/2004 00:00,12.7,(vco),
27/04/2004 00:00,13.6,(vco),
28/04/2004 00:00,13.6,(vco),
29/04/2004 00:00,13.7,(vco),
30/04/2004 00:00,14.4,(vco),
01/05/2004 00:00,12.6,(vdd),
02/05/2004 00:00,13.8,(vdd),
03/05/2004 00:00,14.4,(vdd),
04/05/2004 00:00,14.4,(vdd),
05/05/2004 00:00,17.7,(vdd),
06/05/2004 00:00,20.9,(vdd),
07/05/2004 00:00,20.8,(vdd),
08/05/2004 00:00,15.3,(vdd),
09/05/2004 00:00,16.4,(vdd),
10/05/2004 00:00,15,(vdd),
11/05/2004 00:00,17.8,(vdd),
12/05/2004 00:00,15.6,(vdd),
13/05/2004 00:00,14.7,(vdd),
14/05/2004 00:00,14.5,(vdd),
15/05/2004 00:00,12.7,(vdd),
16/05/2004 00:00,12.3,(vdd),
17/05/2004 00:00,12,(vdd),
18/05/2004 00:00,13.2,(vdd),
19/05/2004 00:00,12.8,(vdd),
20/05/2004 00:00,13.2,(vdd),
21/05/2004 00:00,12.6,(vdd),
22/05/2004 00:00,13.4,(vdd),
23/05/2004 00:00,17.3,(vdd),
24/05/2004 00:00,44.1,(vdd),
25/05/2004 00:00,41.3,(vdd),
26/05/2004 00:00,16.7,(vdd),
27/05/2004 00:00,16.7,(vdd),
28/05/2004 00:00,18.7,(vdd),
29/05/2004 00:00,15.8,(vdd),
30/05/2004 00:00,14.7,(vdd),
31/05/2004 00:00,14.4,(vdd),
01/06/2004 00:00,15.9,(vdd),
02/06/2004 00:00,12.8,(vco),
03/06/2004 00:00,20.9,(vco),
04/06/2004 00:00,23.4,(vco),
05/06/2004 00:00,14,(vco),
06/06/2004 00:00,14.1,(vco),
07/06/2004 00:00,13.9,(vco),
08/06/2004 00:00,14.2,(vco),
09/06/2004 00:00,13.9,(vco),
10/06/2004 00:00,13.6,(vco),
11/06/2004 00:00,16.2,(vco),
12/06/2004 00:00,16.7,(vco),
13/06/2004 00:00,16.5,(vco),
14/06/2004 00:00,16.7,(vco),
15/06/2004 00:00,16.5,(vco),
16/06/2004 00:00,19.7,(vco),
17/06/2004 00:00,23.3,(vco),
18/06/2004 00:00,18.7,(vco),
19/06/2004 00:00,18.8,(vco),
20/06/2004 00:00,19.9,(vco),
21/06/2004 00:00,18.7,(vco),
22/06/2004 00:00,18.2,(vco),
23/06/2004 00:00,19.5,(vco),
24/06/2004 00:00,22.4,(vco),
25/06/2004 00:00,24.2,(vco),
26/06/2004 00:00,22.8,(vco),
27/06/2004 00:00,23.4,(vco),
28/06/2004 00:00,21.3,(vco),
29/06/2004 00:00,18.6,(vco),
30/06/2004 00:00,18.6,(vco),
01/07/2004 00:00,19.4,(vdd),
02/07/2004 00:00,19.1,(vdd),
03/07/2004 00:00,19.2,(vdd),
04/07/2004 00:00,21.5,(vdd),
05/07/2004 00:00,22.4,(vdd),
06/07/2004 00:00,21.1,(vdd),
07/07/2004 00:00,17.8,(vco),
08/07/2004 00:00,18,(vdd),
09/07/2004 00:00,17.4,(vco),
10/07/2004 00:00,21.1,(vco),
11/07/2004 00:00,18.9,(vco),
12/07/2004 00:00,17,(vco),
13/07/2004 00:00,21.5,(vco),
14/07/2004 00:00,20,(vco),
15/07/2004 00:00,19.2,(vco),
16/07/2004 00:00,20.2,(vco),
17/07/2004 00:00,20,(vdd),
18/07/2004 00:00,18.4,(vdd),
19/07/2004 00:00,21.5,(vdd),
20/07/2004 00:00,20.3,(vdd),
21/07/2004 00:00,18.7,(vdd),
22/07/2004 00:00,19.2,(vdd),
23/07/2004 00:00,17.4,(vco),
24/07/2004 00:00,19.5,(vdd),
25/07/2004 00:00,16,(vdd),
26/07/2004 00:00,16.8,(vco),
27/07/2004 00:00,21.4,(vco),
28/07/2004 00:00,18.9,(vco),
29/07/2004 00:00,18.6,(vco),
30/07/2004 00:00,18,(vco),
31/07/2004 00:00,17.4,(vco),
01/08/2004 00:00,19,(vco),
02/08/2004 00:00,19.4,(vco),
03/08/2004 00:00,18.4,(vco),
04/08/2004 00:00,21.6,(vco),
05/08/2004 00:00,19.9,(vco),
06/08/2004 00:00,19.4,(vco),
07/08/2004 00:00,17.2,(vco),
08/08/2004 00:00,17.5,(vco),
09/08/2004 00:00,17.3,(vco),
10/08/2004 00:00,19.2,(vco),
11/08/2004 00:00,20.1,(vco),
12/08/2004 00:00,18.9,(vco),
13/08/2004 00:00,16.7,(vco),
14/08/2004 00:00,16.4,(vco),
15/08/2004 00:00,16.2,(vco),
16/08/2004 00:00,17,(vco),
17/08/2004 00:00,15.7,(vco),
18/08/2004 00:00,18,(vco),
19/08/2004 00:00,18.9,(vco),
20/08/2004 00:00,18.2,(vco),
21/08/2004 00:00,20.5,(vco),
22/08/2004 00:00,15.7,(vco),
23/08/2004 00:00,13.8,(vco),
24/08/2004 00:00,16.3,(vco),
25/08/2004 00:00,16.1,(vco),
26/08/2004 00:00,15.5,(vco),
27/08/2004 00:00,18.1,(vco),
28/08/2004 00:00,15.3,(vco),
29/08/2004 00:00,15.3,(vco),
30/08/2004 00:00,15,(vco),
31/08/2004 00:00,12.3,(vco),
01/09/2004 00:00,14.6,(vdd),
02/09/2004 00:00,14.9,(vdd),
03/09/2004 00:00,14.3,(vdd),
04/09/2004 00:00,18.3,(vdd),
05/09/2004 00:00,17.5,(vdd),
06/09/2004 00:00,17.2,(vdd),
07/09/2004 00:00,15.2,(vdd),
08/09/2004 00:00,15.5,(vdd),
09/09/2004 00:00,15.5,(vdd),
10/09/2004 00:00,15.2,(vdd),
11/09/2004 00:00,15,(vdd),
12/09/2004 00:00,15,(vdd),
13/09/2004 00:00,14.9,(vdd),
14/09/2004 00:00,12.7,(vdd),
15/09/2004 00:00,12.8,(vdd),
16/09/2004 00:00,12.7,(vdd),
17/09/2004 00:00,13.1,(vdd),
18/09/2004 00:00,13.4,(vdd),
19/09/2004 00:00,13.9,(vdd),
20/09/2004 00:00,14.7,(vdd),
21/09/2004 00:00,13.4,(vdd),
22/09/2004 00:00,39.2,(vdd),
23/09/2004 00:00,12.9,(vdd),
24/09/2004 00:00,12.6,(vco),
25/09/2004 00:00,13,(vdd),
26/09/2004 00:00,12.7,(vdd),
27/09/2004 00:00,10.9,(vdd),
28/09/2004 00:00,11.6,(vdd),
29/09/2004 00:00,11.7,(vdd),
30/09/2004 00:00,12.6,(vdd),
01/10/2004 00:00,13.3,(vdd),
02/10/2004 00:00,11.8,(vdd),
03/10/2004 00:00,11.9,(vdd),
04/10/2004 00:00,11,(vdd),
05/10/2004 00:00,11,(vdd),
06/10/2004 00:00,11.1,(vdd),
07/10/2004 00:00,11.2,(vdd),
08/10/2004 00:00,11.8,(vdd),
09/10/2004 00:00,14,(vdd),
10/10/2004 00:00,14.7,(vdd),
11/10/2004 00:00,13.2,(vdd),
12/10/2004 00:00,13.6,(vdd),
13/10/2004 00:00,10.7,(vdd),
14/10/2004 00:00,10.6,(vdd),
15/10/2004 00:00,10.2,(vdd),
16/10/2004 00:00,8.6,(vdd),
17/10/2004 00:00,9,(vdd),
18/10/2004 00:00,11.8,(vdd),
19/10/2004 00:00,15.3,(vdd),
20/10/2004 00:00,31.5,(vdd),
21/10/2004 00:00,18.5,(vdd),
22/10/2004 00:00,16.1,(vdd),
23/10/2004 00:00,14.4,(vdd),
24/10/2004 00:00,14.4,(vdd),
25/10/2004 00:00,14.8,(vdd),
26/10/2004 00:00,16.1,(vdd),
27/10/2004 00:00,48.6,(vdd),
28/10/2004 00:00,42,(vdd),
29/10/2004 00:00,46.4,(vdd),
30/10/2004 00:00,49.8,(vdd),
31/10/2004 00:00,53.2,(vdd),
01/11/2004 00:00,45.1,(vdd),
02/11/2004 00:00,38.7,(vdd),
03/11/2004 00:00,49.9,(vdd),
04/11/2004 00:00,62.2,(vdd),
05/11/2004 00:00,57.6,(vdd),
06/11/2004 00:00,64.2,(vdd),
07/11/2004 00:00,65.2,(vco),
08/11/2004 00:00,61.3,(vdd),
09/11/2004 00:00,80.9,(vco),
10/11/2004 00:00,80.9,(vdd),
11/11/2004 00:00,80.9,(vdd),
12/11/2004 00:00,81,(vdd),
13/11/2004 00:00,79.9,(vdd),
14/11/2004 00:00,54.5,(vdd),
15/11/2004 00:00,62.8,(vdd),
16/11/2004 00:00,84.3,(vco),
17/11/2004 00:00,78.2,(vdd),
18/11/2004 00:00,82.7,(vdd),
19/11/2004 00:00,80.4,(vdd),
20/11/2004 00:00,78.7,(vdd),
21/11/2004 00:00,33.7,(vdd),
22/11/2004 00:00,60.2,(vco),
23/11/2004 00:00,42.4,(vdd),
24/11/2004 00:00,42.8,(vdd),
25/11/2004 00:00,24.6,(vdd),
26/11/2004 00:00,21,(vco),
27/11/2004 00:00,24.7,(vco),
28/11/2004 00:00,27.4,(vco),
29/11/2004 00:00,27.2,(vco),
30/11/2004 00:00,24.9,(vco),
01/12/2004 00:00,36,(vdd),
02/12/2004 00:00,41.3,(vdd),
03/12/2004 00:00,36.2,(vdd),
04/12/2004 00:00,35.5,(vdd),
05/12/2004 00:00,35.3,(vdd),
06/12/2004 00:00,33.5,(vdd),
07/12/2004 00:00,34.1,(vco),
08/12/2004 00:00,35.9,(vdd),
09/12/2004 00:00,35.8,(vdd),
10/12/2004 00:00,34.6,(vdd),
11/12/2004 00:00,32.9,(vdd),
12/12/2004 00:00,31.9,(vdd),
13/12/2004 00:00,31.5,(vdd),
14/12/2004 00:00,32.8,(vco),
15/12/2004 00:00,24.5,(vdd),
16/12/2004 00:00,31.1,(vdd),
17/12/2004 00:00,32,(vdd),
18/12/2004 00:00,31.1,(vdd),
19/12/2004 00:00,29.6,(vco),
20/12/2004 00:00,30.3,(vdd),
21/12/2004 00:00,29.8,(vdd),
22/12/2004 00:00,29.8,(vdd),
23/12/2004 00:00,29.4,(vdd),
24/12/2004 00:00,30.9,(vdd),
25/12/2004 00:00,31.1,(vdd),
26/12/2004 00:00,30.3,(vdd),
27/12/2004 00:00,29.5,(vdd),
28/12/2004 00:00,28.6,(vdd),
29/12/2004 00:00,23.9,(vdd),
30/12/2004 00:00,21.3,(vdd),
31/12/2004 00:00,19,(vdd),
01/01/2005 00:00,19,(vdd),
02/01/2005 00:00,22.3,(vdd),
03/01/2005 00:00,18.9,(vdd),
04/01/2005 00:00,18.9,(vdd),
05/01/2005 00:00,18.9,(vdd),
06/01/2005 00:00,13.5,(vdd),
07/01/2005 00:00,11.8,(vdd),
08/01/2005 00:00,13.7,(vdd),
09/01/2005 00:00,15.6,(vco),
10/01/2005 00:00,11.8,(vdd),
11/01/2005 00:00,11.7,(vdd),
12/01/2005 00:00,11.1,(vdd),
13/01/2005 00:00,13.6,(vdd),
14/01/2005 00:00,11.7,(vdd),
15/01/2005 00:00,11.7,(vdd),
16/01/2005 00:00,11.7,(vdd),
17/01/2005 00:00,11.7,(vdd),
18/01/2005 00:00,11.3,(vdd),
19/01/2005 00:00,9.7,(vdd),
20/01/2005 00:00,9.6,(vco),
21/01/2005 00:00,7.6,(vdd),
22/01/2005 00:00,9.7,(vdd),
23/01/2005 00:00,9.8,(vdd),
24/01/2005 00:00,9.7,(vdd),
25/01/2005 00:00,7.8,(vdd),
26/01/2005 00:00,7.6,(vdd),
27/01/2005 00:00,7.6,(vdd),
28/01/2005 00:00,7.6,(vdd),
29/01/2005 00:00,7.7,(vdd),
30/01/2005 00:00,7.7,(vdd),
31/01/2005 00:00,7.7,(vdd),
01/02/2005 00:00,8.8,(vdd),
02/02/2005 00:00,7.7,(vco),
03/02/2005 00:00,7.7,(vdd),
04/02/2005 00:00,9.4,(vdd),
05/02/2005 00:00,10.5,(vdd),
06/02/2005 00:00,7.7,(vdd),
07/02/2005 00:00,7.7,(vdd),
08/02/2005 00:00,7.7,(vdd),
09/02/2005 00:00,7.7,(vdd),
10/02/2005 00:00,7.6,(vdd),
11/02/2005 00:00,7.7,(vdd),
12/02/2005 00:00,7.9,(vdd),
13/02/2005 00:00,7.6,(vdd),
14/02/2005 00:00,6.6,(vdd),
15/02/2005 00:00,7.2,(vdd),
16/02/2005 00:00,7.7,(vdd),
17/02/2005 00:00,6.6,(vdd),
18/02/2005 00:00,7.9,(vdd),
19/02/2005 00:00,7.7,(vdd),
20/02/2005 00:00,7.3,(vdd),
21/02/2005 00:00,7.3,(vdd),
22/02/2005 00:00,7.8,(vdd),
23/02/2005 00:00,10.7,(vdd),
24/02/2005 00:00,15.5,(vdd),
25/02/2005 00:00,11.7,(vdd),
26/02/2005 00:00,10.2,(vdd),
27/02/2005 00:00,7.7,(vdd),
28/02/2005 00:00,7.7,(vdd),
01/03/2005 00:00,7.7,(vdd),
02/03/2005 00:00,7.7,(vdd),
03/03/2005 00:00,9,(vdd),
04/03/2005 00:00,8.1,(vdd),
05/03/2005 00:00,7.6,(vdd),
06/03/2005 00:00,7.6,(vdd),
07/03/2005 00:00,7.1,(vdd),
08/03/2005 00:00,7.2,(vdd),
09/03/2005 00:00,7.7,(vdd),
10/03/2005 00:00,8.8,(vdd),
11/03/2005 00:00,9.2,(vdd),
12/03/2005 00:00,7.7,(vdd),
13/03/2005 00:00,8.8,(vdd),
14/03/2005 00:00,7.7,(vdd),
15/03/2005 00:00,7.7,(vdd),
16/03/2005 00:00,7.7,(vdd),
17/03/2005 00:00,7.6,(vdd),
18/03/2005 00:00,7.6,(vdd),
19/03/2005 00:00,7.6,(vdd),
20/03/2005 00:00,7.6,(vdd),
21/03/2005 00:00,7.6,(vdd),
22/03/2005 00:00,8.8,(vdd),
23/03/2005 00:00,8.2,(vdd),
24/03/2005 00:00,9.3,(vdd),
25/03/2005 00:00,10.3,(vdd),
26/03/2005 00:00,15.3,(vdd),
27/03/2005 00:00,18,(vdd),
28/03/2005 00:00,16.3,(vdd),
29/03/2005 00:00,20.4,(vdd),
30/03/2005 00:00,20.3,(vdd),
31/03/2005 00:00,19.5,(vdd),
01/04/2005 00:00,16.9,(vdd),
02/04/2005 00:00,14.7,(vdd),
03/04/2005 00:00,21.4,(vdd),
04/04/2005 00:00,25.3,(vdd),
05/04/2005 00:00,20.8,(vdd),
06/04/2005 00:00,18.3,(vdd),
07/04/2005 00:00,17.5,(vdd),
08/04/2005 00:00,16.8,(vdd),
09/04/2005 00:00,14.6,(vdd),
10/04/2005 00:00,10.5,(vdd),
11/04/2005 00:00,9.4,(vdd),
12/04/2005 00:00,8.1,(vdd),
13/04/2005 00:00,11.7,(vdd),
14/04/2005 00:00,8.6,(vdd),
15/04/2005 00:00,7.7,(vdd),
16/04/2005 00:00,8,(vdd),
17/04/2005 00:00,8,(vdd),
18/04/2005 00:00,8.9,(vdd),
19/04/2005 00:00,9.4,(vdd),
20/04/2005 00:00,8.5,(vco),
21/04/2005 00:00,8.3,(vco),
22/04/2005 00:00,8.1,(vco),
23/04/2005 00:00,9.4,(vco),
24/04/2005 00:00,8.3,(vco),
25/04/2005 00:00,8.1,(vco),
26/04/2005 00:00,7.8,(vco),
27/04/2005 00:00,7.7,(vco),
28/04/2005 00:00,7,(vco),
29/04/2005 00:00,6.9,(vco),
30/04/2005 00:00,7.5,(vco),
01/05/2005 00:00,7.4,(vdd),
02/05/2005 00:00,7.1,(vdd),
03/05/2005 00:00,6.1,(vdd),
04/05/2005 00:00,6,(vdd),
05/05/2005 00:00,6.1,(vdd),
06/05/2005 00:00,6.1,(vdd),
07/05/2005 00:00,6.6,(vdd),
08/05/2005 00:00,6.6,(vdd),
09/05/2005 00:00,6.2,(vco),
10/05/2005 00:00,6,(vdd),
11/05/2005 00:00,6.6,(vdd),
12/05/2005 00:00,6.5,(vdd),
13/05/2005 00:00,6.3,(vdd),
14/05/2005 00:00,5.4,(vdd),
15/05/2005 00:00,5.2,(vdd),
16/05/2005 00:00,5.1,(vdd),
17/05/2005 00:00,5.1,(vdd),
18/05/2005 00:00,5.4,(vdd),
19/05/2005 00:00,5.4,(vdd),
20/05/2005 00:00,5.4,(vdd),
21/05/2005 00:00,5.4,(vdd),
22/05/2005 00:00,5.5,(vdd),
23/05/2005 00:00,5.6,(vdd),
24/05/2005 00:00,6.7,(vdd),
25/05/2005 00:00,6.9,(vdd),
26/05/2005 00:00,8.1,(vdd),
27/05/2005 00:00,7.7,(vdd),
28/05/2005 00:00,6.7,(vdd),
29/05/2005 00:00,6.7,(vdd),
30/05/2005 00:00,6.6,(vdd),
31/05/2005 00:00,6.8,(vdd),
01/06/2005 00:00,7.7,(vco),
02/06/2005 00:00,8.4,(vdd),
03/06/2005 00:00,10.4,(vdd),
04/06/2005 00:00,10.5,(vdd),
05/06/2005 00:00,10.7,(vco),
06/06/2005 00:00,11.1,(vdd),
07/06/2005 00:00,12.2,(vdd),
08/06/2005 00:00,14.1,(vdd),
09/06/2005 00:00,14.5,(vdd),
10/06/2005 00:00,14.4,(vdd),
11/06/2005 00:00,14.1,(vdd),
12/06/2005 00:00,13.1,(vdd),
13/06/2005 00:00,12.7,(vdd),
14/06/2005 00:00,12.2,(vdd),
15/06/2005 00:00,12.5,(vdd),
16/06/2005 00:00,12,(vdd),
17/06/2005 00:00,11.9,(vco),
18/06/2005 00:00,11.4,(vdd),
19/06/2005 00:00,10.9,(vdd),
20/06/2005 00:00,11.7,(vdd),
21/06/2005 00:00,12.7,(vdd),
22/06/2005 00:00,13.2,(vdd),
23/06/2005 00:00,14.4,(vdd),
24/06/2005 00:00,13.5,(vdd),
25/06/2005 00:00,12.2,(vdd),
26/06/2005 00:00,11.3,(vdd),
27/06/2005 00:00,11.8,(vdd),
28/06/2005 00:00,11.8,(vdd),
29/06/2005 00:00,11.7,(vdd),
30/06/2005 00:00,11.4,(vdd),
01/07/2005 00:00,12.1,(vdd),
02/07/2005 00:00,12.3,(vdd),
03/07/2005 00:00,9.9,(vdd),
04/07/2005 00:00,10.9,(vdd),
05/07/2005 00:00,12.6,(vdd),
06/07/2005 00:00,12.7,(vdd),
07/07/2005 00:00,13.6,(vdd),
08/07/2005 00:00,14,(vdd),
09/07/2005 00:00,13.8,(vdd),
10/07/2005 00:00,12.5,(vdd),
11/07/2005 00:00,13.9,(vdd),
12/07/2005 00:00,14.5,(vdd),
13/07/2005 00:00,14.4,(vdd),
14/07/2005 00:00,13.7,(vco),
15/07/2005 00:00,12.9,(vdd),
16/07/2005 00:00,13.3,(vdd),
17/07/2005 00:00,16.1,(vdd),
18/07/2005 00:00,13.8,(vdd),
19/07/2005 00:00,12.5,(vdd),
20/07/2005 00:00,12.8,(vdd),
21/07/2005 00:00,12.7,(vdd),
22/07/2005 00:00,13,(vdd),
23/07/2005 00:00,12,(vdd),
24/07/2005 00:00,13.3,(vdd),
25/07/2005 00:00,12.7,(vdd),
26/07/2005 00:00,14.5,(vdd),
27/07/2005 00:00,13.2,(vdd),
28/07/2005 00:00,13.2,(vdd),
29/07/2005 00:00,10.5,(vdd),
30/07/2005 00:00,10.7,(vdd),
31/07/2005 00:00,10.6,(vdd),
01/08/2005 00:00,9.6,(vdd),
02/08/2005 00:00,10.9,(vdd),
03/08/2005 00:00,11.6,(vdd),
04/08/2005 00:00,12.6,(vdd),
05/08/2005 00:00,14.2,(vdd),
06/08/2005 00:00,14.2,(vdd),
07/08/2005 00:00,12.3,(vdd),
08/08/2005 00:00,13.3,(vdd),
09/08/2005 00:00,13.1,(vdd),
10/08/2005 00:00,12.6,(vdd),
11/08/2005 00:00,11.1,(vdd),
12/08/2005 00:00,11.5,(vdd),
13/08/2005 00:00,11.6,(vdd),
14/08/2005 00:00,10.4,(vdd),
15/08/2005 00:00,11.5,(vdd),
16/08/2005 00:00,10.8,(vdd),
17/08/2005 00:00,11.7,(vdd),
18/08/2005 00:00,11.8,(vdd),
19/08/2005 00:00,11.4,(vdd),
20/08/2005 00:00,10.1,(vdd),
21/08/2005 00:00,9.4,(vdd),
22/08/2005 00:00,11.1,(vdd),
23/08/2005 00:00,9.9,(vdd),
24/08/2005 00:00,9.4,(vdd),
25/08/2005 00:00,9.5,(vdd),
26/08/2005 00:00,8.4,(vdd),
27/08/2005 00:00,8.2,(vco),
28/08/2005 00:00,8.4,(vdd),
29/08/2005 00:00,8.6,(vdd),
30/08/2005 00:00,7.9,(vdd),
31/08/2005 00:00,6.5,(vdd),
01/09/2005 00:00,6.3,(vco),
02/09/2005 00:00,5.9,(vco),
03/09/2005 00:00,6.9,(vco),
04/09/2005 00:00,7.1,(vco),
05/09/2005 00:00,6.5,(vco),
06/09/2005 00:00,8.4,(vco),
07/09/2005 00:00,7.4,(vco),
08/09/2005 00:00,7.3,(vco),
09/09/2005 00:00,6.9,(vco),
10/09/2005 00:00,5.1,(vco),
11/09/2005 00:00,5,(vco),
12/09/2005 00:00,4.6,(vco),
13/09/2005 00:00,4.5,(vco),
14/09/2005 00:00,5.4,(vco),
15/09/2005 00:00,6.1,(vco),
16/09/2005 00:00,4.6,(vco),
17/09/2005 00:00,5.6,(vco),
18/09/2005 00:00,6.9,(vco),
19/09/2005 00:00,7.3,(vco),
20/09/2005 00:00,5.1,(vco),
21/09/2005 00:00,7.1,(vco),
22/09/2005 00:00,6.6,(vco),
23/09/2005 00:00,5,(vco),
24/09/2005 00:00,4.7,(vco),
25/09/2005 00:00,4.7,(vco),
26/09/2005 00:00,4.5,(vco),
27/09/2005 00:00,7,(vco),
28/09/2005 00:00,6.9,(vco),
29/09/2005 00:00,6.7,(vco),
30/09/2005 00:00,6.7,(vco),
01/10/2005 00:00,6.8,(vco),
02/10/2005 00:00,6.8,(vco),
03/10/2005 00:00,6.5,(vco),
04/10/2005 00:00,5.8,(vco),
05/10/2005 00:00,5.8,(vco),
06/10/2005 00:00,6.4,(vco),
07/10/2005 00:00,5.1,(vco),
08/10/2005 00:00,4.6,(vco),
09/10/2005 00:00,5.7,(vco),
10/10/2005 00:00,5.6,(vco),
11/10/2005 00:00,7.8,(vco),
12/10/2005 00:00,6.7,(vco),
13/10/2005 00:00,6.7,(vco),
14/10/2005 00:00,6.2,(vco),
15/10/2005 00:00,6.7,(vco),
16/10/2005 00:00,7.2,(vco),
17/10/2005 00:00,7.2,(vco),
18/10/2005 00:00,6.6,(vco),
19/10/2005 00:00,7.1,(vco),
20/10/2005 00:00,6.6,(vco),
21/10/2005 00:00,7.2,(vco),
22/10/2005 00:00,8.9,(vco),
23/10/2005 00:00,7.1,(vco),
24/10/2005 00:00,7.2,(vco),
25/10/2005 00:00,7.1,(vco),
26/10/2005 00:00,6.4,(vco),
27/10/2005 00:00,8.4,(vco),
28/10/2005 00:00,7.5,(vco),
29/10/2005 00:00,11.3,(vco),
30/10/2005 00:00,19.7,(vco),
31/10/2005 00:00,35.8,(vco),
01/11/2005 00:00,23.51,(vco),
02/11/2005 00:00,17.87,(vdd),
03/11/2005 00:00,16.44,(vdd),
04/11/2005 00:00,35.59,(vdd),
05/11/2005 00:00,20.75,(vdd),
06/11/2005 00:00,19.27,(vdd),
07/11/2005 00:00,15.55,,
08/11/2005 00:00,16.58,(vdd),
09/11/2005 00:00,16.47,(vdd),
10/11/2005 00:00,14.58,,
11/11/2005 00:00,14.8,(vdd),
12/11/2005 00:00,14.5,(vdd),
13/11/2005 00:00,17.97,(vco),
14/11/2005 00:00,15.22,(vco),
15/11/2005 00:00,13.88,(vdd),
16/11/2005 00:00,13.77,(vdd),
17/11/2005 00:00,14.16,(vdd),
18/11/2005 00:00,14.9,(vdd),
19/11/2005 00:00,15.94,(vdd),
20/11/2005 00:00,27.39,(vdd),
21/11/2005 00:00,27.25,(vdd),
22/11/2005 00:00,24.97,,
23/11/2005 00:00,24.33,(vdd),
24/11/2005 00:00,23.33,(vdd),
25/11/2005 00:00,22.76,(vdd),
26/11/2005 00:00,32.47,(vdd),
27/11/2005 00:00,31.35,(vdd),
28/11/2005 00:00,29.25,(vdd),
29/11/2005 00:00,27.84,(vdd),
30/11/2005 00:00,29.46,(vdd),
01/12/2005 00:00,29.22,(vdd),
02/12/2005 00:00,165.1,(vdd),
03/12/2005 00:00,162.65,(vdd),
04/12/2005 00:00,121.11,(vdd),
05/12/2005 00:00,122.66,(vdd),
06/12/2005 00:00,173.08,(vdd),
07/12/2005 00:00,163.16,(vdd),
08/12/2005 00:00,171.78,(vdd),
09/12/2005 00:00,161.94,(vdd),
10/12/2005 00:00,162.72,(vdd),
11/12/2005 00:00,161.91,(vdd),
12/12/2005 00:00,160.55,(vdd),
13/12/2005 00:00,161.82,(vdd),
14/12/2005 00:00,161.38,(vdd),
15/12/2005 00:00,167.5,(vdd),
16/12/2005 00:00,151.31,(vdd),
17/12/2005 00:00,91.03,(vdd),
18/12/2005 00:00,88.52,(vdd),
19/12/2005 00:00,33.51,(vdd),
20/12/2005 00:00,32.35,(vdd),
21/12/2005 00:00,31.32,(vdd),
22/12/2005 00:00,29.2,(vdd),
23/12/2005 00:00,30.18,(vdd),
24/12/2005 00:00,30.03,(vdd),
25/12/2005 00:00,31.93,(vdd),
26/12/2005 00:00,30.22,(vdd),
27/12/2005 00:00,33.14,(vdd),
28/12/2005 00:00,34.28,(vdd),
29/12/2005 00:00,32.25,(vdd),
30/12/2005 00:00,35.67,,
31/12/2005 00:00,41.28,(vdd),
01/01/2006 00:00,41.56,(vdd),
02/01/2006 00:00,43.16,(vdd),
03/01/2006 00:00,39.29,(vdd),
04/01/2006 00:00,39.58,(vdd),
05/01/2006 00:00,38.91,(vdd),
06/01/2006 00:00,47.2,(vdd),
07/01/2006 00:00,45.37,(vdd),
08/01/2006 00:00,44.15,(vdd),
09/01/2006 00:00,44.21,(vdd),
10/01/2006 00:00,44.77,(vco),
11/01/2006 00:00,44.9,(vdd),
12/01/2006 00:00,44.22,(vdd),
13/01/2006 00:00,46.16,(vdd),
14/01/2006 00:00,47.6,(vdd),
15/01/2006 00:00,46.7,(vdd),
16/01/2006 00:00,44.68,(vco),
17/01/2006 00:00,40.89,(vco),
18/01/2006 00:00,50.62,(vdd),
19/01/2006 00:00,49.38,(vdd),
20/01/2006 00:00,49.16,(vdd),
21/01/2006 00:00,48.37,,
22/01/2006 00:00,48.16,(vdd),
23/01/2006 00:00,46.87,(vdd),
24/01/2006 00:00,46.2,(vdd),
25/01/2006 00:00,45.61,(vdd),
26/01/2006 00:00,46.03,(vdd),
27/01/2006 00:00,45.13,(vdd),
28/01/2006 00:00,45.34,(vdd),
29/01/2006 00:00,44.54,(vdd),
30/01/2006 00:00,43.78,,
31/01/2006 00:00,41.76,(vdd),
01/02/2006 00:00,36.16,(vdd),
02/02/2006 00:00,36.93,,
03/02/2006 00:00,37.93,(vdd),
04/02/2006 00:00,32.03,(vdd),
05/02/2006 00:00,31.85,(vdd),
06/02/2006 00:00,31.51,(vdd),
07/02/2006 00:00,25.27,(vdd),
08/02/2006 00:00,24.38,(vdd),
